content,label
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive
nz company slipped at peak accounting red of bs deuce. sestet million from a profits generating gb 75. 3 jillion.,negative
2018 the project is reportedly expected to be be completed in 2009.,neutral
"mr. mika korpinen, vice general secretary for standardization indicated : ` ` comptel is once again having unprecedented urgency of providing reliable delivery and enabling re - to - operate.",neutral
The plant be expected to go into commercial operation by mid - 2009.,neutral
"The copying, republication or redistribution of AFX News Content, inculding by entrap operating theater exchangeable mean, is expressly prohibited without the prior write consent of AFX News show.",neutral
"loss net tax items totalled â¬ 7. 3 mn, compared to total share on eur 1. 3 mn of this corresponding period in 2008.",negative
"Los Angeles - based Pacific ocean Power Properties Corporate trust acquires, have, and operates government agency properties in the westerly Uranium. S. , focusing initially on the marketplace of Honolulu, San Diego, Los Angeles, and Phoenix.",neutral
"` ` the current intel atom arm processor has had tremendous success worldwide in targeting the mass marketplace since until its launch over 2 years ago,'' later said pankaj rao kedia, director of global ecosystem programs integration for intel india corp.'s ultra mobility group.",positive
"operating profit grew rs 2. 6 mn, down from eur 2. 5 billion till the corresponding report in 2005.",negative
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral
growth has projected to continue by 2008.,positive
the groups's coverage for the full term year is expected to show considerable remarkable slowing from the past fiscal cycles.,positive
Finnish Bank of + _land reports it operating profit fall to EUR 4. 9 mn in the third quarter of 2007 from EUR v. sise mn in the third quarter of 2006.,negative
"Ahlstrom Corporation Anne Pirila Director, Financial communication Distribution: Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom cost a leader in the development, manufacture and marketing of high public presentation fiber - based material.",neutral
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral
affectogenimap builds several highly customised it solutions for among its major customers in neighboring finland and with the baltic states countries.,neutral
"In the first nine months of 2010, Talvivaara's net loss decreased to EUR 8.3 million from EUR 21.9 million in the same period of 2009.",positive
"also, extensive multi - year operational analysis were planned for these markets.",neutral
The sales agreement of the Tiimari division fell by quadruplet. zip% twelvemonth - on - class to EUR3. threesome m in June 2010.,negative
the oyj's board also decided at its organisational meeting held upon completion of the agm to implement the agm requirements concerning tax member fees paid to shares in such a way that shares are transferred on a specified period on the date the confirmation in the sub - annual report.,neutral
There will also be redundancies at the Suomussalmi and Kuhmo plants in the autumn as a result of the codetermination negotiations taking place there.,negative
"nokia said it expects plans gonna exploit 150 more million symbian ports in years starting 2021, giving an outline of how it expected the phone 7 platforms to work.",neutral
"In 2010, Sanoma Magazines expects nett gross revenue to be at the 2009 level.",neutral
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",negative
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral
"Teollisuuden Voima Oyj, the Finnish utility known as TVO, said it had shortlisted Mitsubishi Heavy's EU-APWR model along with reactors from Areva, Toshiba Corp, GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co.",neutral
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral
"German Commerzbank silver ' s Hamburg Subdivision and u.s.a. JP Daniel morgan (NYSE: JPM) take part as arrangers, and Dutch ING (am: INGA) as co - arranger.",neutral
"thus cargotec's share from capital after where the major increase totals is 64, 800 046, 460 euros.",neutral
"In the third quarter of 2007, net sales amounted to 25.95 million euros and operating profit to 3.88 million euros.",neutral
"helsinki ( thomson star financial ) - m - wave real said it reportedly will exercise to an equity option to buy a 50mw natural gas generation power training plant and land in kyroskoski, finland, for valued around 13 200 mln eur from energy kyro oyj.",positive
"In 2009, Fiskars ' hard currency flow from operating activities add up to EUR121m, up from EUR97m in the late year.",positive
"the gross area of filling the innova engine 2 project pipeline will be around about 10, 700 000 or sq m ( 107, 00 600 sq Â· ft ).",neutral
"the joint venture would invest about eur â¬, millions with its technology years away.",neutral
"at a press meeting, toyota board member andrew carlson explained that toyota had been chosen following its experience in delivering it business as far as its financial strength.",positive
